p1,p2,p3,p4,p5,p6,i1,i2,i3,i4,i5,i6
パッチラゴン,アシレーヌ,ホルード,ウーラオス悪,ウルガモス,ゲンガー,いのちのたま,たべのこし,きあいのタスキ,こだわりハチマキ,じゃくてんほけん,くろいヘドロ
ウーラオス悪,ホルード,アシレーヌ,モロバレル,ロトム炎,ファイアロー,きあいのタスキ,いのちのたま,たべのこし,くろいヘドロ,とつげきチョッキ,こだわりハチマキ
ロトム飛,バンバドロ,ナットレイ,アシレーヌ,ウーラオス悪,ゲンガー,こだわりスカーフ,カゴのみ,たべのこし,とつげきチョッキ,こだわりハチマキ,くろいヘドロ
ウインディ,ウーラオス悪,ポリゴンＺ,シルヴァディ,ニンフィア,マリルリ,いのちのたま,きあいのタスキ,こだわりスカーフ,ヨプのみ,イバンのみ,とつげきチョッキ
ウルガモス,ウーラオス悪,ニンフィア,ガマゲロゲ,パッチラゴン,アーマーガア,いのちのたま,きあいのタスキ,たべのこし,オボンのみ,ラムのみ,ぼうじんゴーグル
ウーラオス悪,ドヒドイデ,リザードン,サザンドラ,サマヨール,マンムー,こだわりスカーフ,ゴツゴツメット,きあいのタスキ,いのちのたま,しんかのきせき,とつげきチョッキ
ランクルス,ヒヒダルマ氷,ハピナス,アシレーヌ,ウーラオス悪,アーマーガア,かえんだま,ラムのみ,たべのこし,こだわりスカーフ,きあいのタスキ,こだわりハチマキ
ストリンダー高,ウーラオス悪,ドサイドン,ニンフィア,モロバレル,ゲンガー,とつげきチョッキ,こだわりハチマキ,ラムのみ,たべのこし,ゴツゴツメット,きあいのタスキ
ウルガモス,パッチラゴン,サダイジャ,ウーラオス悪,ラプラス,ピクシー,じゃくてんほけん,いのちのたま,オボンのみ,きあいのタスキ,マゴのみ,たべのこし
パッチラゴン,ウーラオス悪,アシレーヌ,ホルード,モロバレル,ロトム炎,ハバンのみ,こだわりハチマキ,きあいのタスキ,こだわりスカーフ,バコウのみ,とつげきチョッキ
リザードン,ハピナス,ウーラオス悪,パッチラゴン,モロバレル,サニーゴ霊,いのちのたま,たべのこし,こだわりハチマキ,こだわりスカーフ,ゴツゴツメット,しんかのきせき
キュウコン氷妖,オンバーン,アシレーヌ,ウーラオス悪,パッチルドン,ウインディ,つめたいいわ,こだわりメガネ,きあいのタスキ,こだわりハチマキ,いのちのたま,とつげきチョッキ
ウォーグル,パッチラゴン,アシレーヌ,ナットレイ,マンムー,ウーラオス悪,こだわりスカーフ,パワフルハーブ,たべのこし,ラムのみ,いのちのたま,きあいのタスキ
キュウコン氷妖,カビゴン,ウーラオス悪,ロトム炎,パッチルドン,ウオノラゴン,きあいのタスキ,イバンのみ,こだわりハチマキ,オボンのみ,いのちのたま,こだわりスカーフ
ウーラオス悪,オーロンゲ,パッチラゴン,バイバニラ,ゲンガー,ブリムオン,こだわりハチマキ,たべのこし,じゃくてんほけん,きあいのタスキ,いのちのたま,オボンのみ
ウーラオス悪,レアコイル,アシレーヌ,ホルード,オンバーン,ゲンガー,こだわりハチマキ,しんかのきせき,こだわりスカーフ,きあいのタスキ,ゴツゴツメット,いのちのたま
ニンフィア,ガマゲロゲ,アーマーガア,ウーラオス悪,ポリゴンＺ,ウインディ,せいれいプレート,いのちのたま,するどいくちばし,きあいのタスキ,こだわりスカーフ,じゃくてんほけん
ペンドラー,アシレーヌ,ホルード,オンバーン,リザードン,ウーラオス悪,くろいヘドロ,たべのこし,いのちのたま,ゴツゴツメット,ラムのみ,きあいのタスキ
オンバーン,ストリンダー低,ニンフィア,ウーラオス悪,ハッサム,ホルード,いのちのたま,こだわりメガネ,とつげきチョッキ,きあいのタスキ,こだわりハチマキ,ラムのみ
ホルード,アシレーヌ,キュウコン氷妖,ポットデス,ウーラオス悪,パッチラゴン,いのちのたま,とつげきチョッキ,ひかりのねんど,しろいハーブ,きあいのタスキ,じゃくてんほけん
フライゴン,ドータクン,マリルリ,ウインディ,ナットレイ,ウーラオス悪,いのちのたま,じゃくてんほけん,こだわりハチマキ,ゴツゴツメット,たべのこし,きあいのタスキ
リザードン,ホルード,ウーラオス悪,ラッキー,モジャンボ,ヌオー,こだわりスカーフ,いのちのたま,きあいのタスキ,しんかのきせき,ゴツゴツメット,たべのこし
リザードン,ウーラオス悪,マタドガス毒妖,ラッキー,モジャンボ,ヌオー,きあいのタスキ,こだわりスカーフ,くろいヘドロ,しんかのきせき,ゴツゴツメット,たべのこし
オンバーン,ハッサム,ウーラオス悪,ストリンダー高,ニンフィア,ホルード,いのちのたま,こだわりハチマキ,きあいのタスキ,こだわりメガネ,とつげきチョッキ,ラムのみ
ドヒドイデ,クレベース,ハピナス,モジャンボ,サイドン,ウーラオス悪,くろいヘドロ,オボンのみ,かえんだま,たべのこし,しんかのきせき,こだわりハチマキ
ガマゲロゲ,リザードン,ニンフィア,ハッサム,ウーラオス悪,ポリゴンＺ,きあいのタスキ,いのちのたま,たべのこし,ぼうじんゴーグル,こだわりハチマキ,ラムのみ
リザードン,ピクシー,サニーゴ霊,ウーラオス悪,ドヒドイデ,ポリゴンＺ,いのちのたま,たべのこし,しんかのきせき,きあいのタスキ,くろいヘドロ,ヨプのみ
アーマーガア,ガマゲロゲ,ウインディ,アシレーヌ,ウーラオス悪,カビゴン,じゃくてんほけん,たべのこし,いのちのたま,こだわりスカーフ,きあいのタスキ,フィラのみ
パッチラゴン,ポリゴンＺ,ギルガルド,ホルード,ファイアロー,ウーラオス悪,ラムのみ,こだわりスカーフ,たべのこし,いのちのたま,こだわりハチマキ,きあいのタスキ
パッチラゴン,ホルード,ウーラオス悪,アシレーヌ,ウインディ,ゲンガー,いのちのたま,ラムのみ,こだわりハチマキ,こだわりスカーフ,たつじんのおび,きあいのタスキ
リザードン,パッチラゴン,ウーラオス悪,アシレーヌ,ホルード,モロバレル,ラムのみ,とつげきチョッキ,いのちのたま,たべのこし,きあいのタスキ,くろいヘドロ
キュウコン氷妖,パッチラゴン,マリルリ,ポリゴンＺ,ドサイドン,ウーラオス悪,ひかりのねんど,いのちのたま,ソクノのみ,ヨプのみ,じゃくてんほけん,きあいのタスキ
パッチラゴン,ポリゴンＺ,ウーラオス悪,ピクシー,オーロンゲ,ホルード,じゃくてんほけん,いのちのたま,こだわりハチマキ,アッキのみ,たべのこし,きあいのタスキ
ウインディ,ウーラオス悪,アシレーヌ,モロバレル,ポリゴンＺ,マンムー,とつげきチョッキ,きあいのタスキ,たべのこし,くろいヘドロ,こだわりスカーフ,いのちのたま
ゲンガー,アイアント,ニンフィア,サニーゴ霊,レアコイル,ウーラオス悪,こだわりスカーフ,いのちのたま,たべのこし,しんかのきせき,こだわりメガネ,きあいのタスキ
オーロンゲ,ウーラオス悪,クワガノン,パッチラゴン,ホルード,ゲンガー,たべのこし,こだわりハチマキ,とつげきチョッキ,いのちのたま,こだわりスカーフ,きあいのタスキ
ウーラオス悪,アシレーヌ,ホルード,パッチラゴン,ニンフィア,リザードン,こだわりハチマキ,いのちのたま,きあいのタスキ,こだわりスカーフ,たべのこし,オボンのみ
アシレーヌ,リザードン,ウーラオス悪,パッチラゴン,ニンフィア,ホルード,いのちのたま,オボンのみ,こだわりハチマキ,こだわりスカーフ,たべのこし,きあいのタスキ
ウーラオス悪,ストリンダー高,サーナイト,オンバーン,ホルード,マリルリ,こだわりハチマキ,こだわりメガネ,とつげきチョッキ,いのちのたま,ラムのみ,ゴツゴツメット
ホルード,リザードン,ラッキー,モロバレル,レアコイル,ウーラオス悪,いのちのたま,じゃくてんほけん,しんかのきせき,ゴツゴツメット,こだわりメガネ,きあいのタスキ
オーロット,ドヒドイデ,ロトム炎,ピクシー,ドサイドン,ウーラオス悪,オボンのみ,くろいヘドロ,こだわりスカーフ,たべのこし,とつげきチョッキ,こだわりハチマキ
フライゴン,アシレーヌ,ロトム炎,ナットレイ,ウーラオス悪,マタドガス毒妖,フィラのみ,とつげきチョッキ,オボンのみ,たべのこし,きあいのタスキ,くろいヘドロ
ウインディ,ウーラオス悪,ロトム水,ジュラルドン,ドラピオン,キュウコン氷妖,とつげきチョッキ,こだわりスカーフ,オボンのみ,たべのこし,くろいヘドロ,ひかりのねんど
ゲンガー,アシレーヌ,ウルガモス,ホルード,ヌメルゴン,ウーラオス悪,こだわりスカーフ,たべのこし,じゃくてんほけん,きあいのタスキ,いのちのたま,こだわりハチマキ
ウーラオス悪,パッチラゴン,ドサイドン,モロバレル,アシレーヌ,ウインディ,こだわりハチマキ,ラムのみ,きあいのタスキ,ゴツゴツメット,とつげきチョッキ,じゃくてんほけん
アシレーヌ,パッチラゴン,アイアント,ポリゴンＺ,ウーラオス悪,サーナイト,きあいのタスキ,こだわりスカーフ,いのちのたま,ヨプのみ,こだわりハチマキ,カムラのみ
リザードン,ウーラオス悪,マタドガス毒妖,ラッキー,ヌオー,ナットレイ,きあいのタスキ,こだわりスカーフ,くろいヘドロ,しんかのきせき,ゴツゴツメット,たべのこし
リザードン,ウーラオス悪,アシレーヌ,パッチラゴン,ドサイドン,モロバレル,いのちのたま,きあいのタスキ,こだわりスカーフ,ラムのみ,とつげきチョッキ,くろいヘドロ
ゲンガー,ウーラオス悪,ホルード,ヌメルゴン,ロトム炎,キュワワー,いのちのたま,きあいのタスキ,こだわりスカーフ,たべのこし,とつげきチョッキ,ゴツゴツメット
ウーラオス悪,パッチラゴン,マリルリ,オーロンゲ,ロズレイド,ゲンガー,きあいのタスキ,こだわりスカーフ,とつげきチョッキ,たべのこし,くろいヘドロ,いのちのたま
ウーラオス悪,ホルード,ウインディ,ギルガルド,アシレーヌ,キュウコン氷妖,こだわりハチマキ,こだわりスカーフ,いのちのたま,きあいのタスキ,じゃくてんほけん,ひかりのねんど
ウインディ,ウーラオス悪,アシレーヌ,ランクルス,モジャンボ,ハピナス,ぼうじんゴーグル,きあいのタスキ,こだわりスカーフ,かえんだま,ゴツゴツメット,たべのこし
パッチラゴン,ゲンガー,アシレーヌ,ウーラオス悪,ナットレイ,オンバーン,こだわりスカーフ,きあいのタスキ,とつげきチョッキ,こだわりハチマキ,オッカのみ,いのちのたま
マリルリ,ウーラオス悪,リザードン,ホルード,ラフレシア,パッチラゴン,とつげきチョッキ,こだわりハチマキ,いのちのたま,きあいのタスキ,ゴツゴツメット,ラムのみ
ゲンガー,マリルリ,ポリゴンＺ,ウーラオス悪,エアームド,パッチラゴン,きあいのタスキ,とつげきチョッキ,こだわりスカーフ,いのちのたま,カムラのみ,ラムのみ
ゲンガー,ロトム炎,ドサイドン,アシレーヌ,ウーラオス悪,モロバレル,くろいヘドロ,こだわりスカーフ,とつげきチョッキ,たべのこし,こだわりハチマキ,きあいのタスキ
ホルード,モロバレル,ウーラオス悪,ロトム炎,ドククラゲ,オンバーン,こだわりスカーフ,くろいヘドロ,こだわりハチマキ,オボンのみ,とつげきチョッキ,いのちのたま
エルレイド,リザードン,モロバレル,ホルード,パッチラゴン,ウーラオス悪,いのちのたま,じゃくてんほけん,くろいヘドロ,きあいのタスキ,こだわりスカーフ,こだわりハチマキ
リザードン,ピクシー,サニーゴ霊,ハピナス,ウーラオス悪,ポリゴンＺ,いのちのたま,ラムのみ,しんかのきせき,たべのこし,きあいのタスキ,ヨプのみ
ストリンダー低,ウーラオス悪,ドサイドン,アシレーヌ,モロバレル,ゲンガー,とつげきチョッキ,こだわりハチマキ,ラムのみ,たべのこし,ゴツゴツメット,きあいのタスキ
リザードン,ホルード,ピクシー,ゲンガー,ウーラオス悪,パッチラゴン,いのちのたま,きあいのタスキ,かえんだま,とつげきチョッキ,こだわりハチマキ,ラムのみ
ニョロトノ,キングドラ,アイアント,ウーラオス悪,ヤドラン毒超,ロトム氷,だっしゅつボタン,こだわりメガネ,いのちのたま,きあいのタスキ,せんせいのツメ,こだわりスカーフ
マタドガス毒妖,トリトドン,ナットレイ,ウーラオス悪,パッチラゴン,リザードン,たつじんのおび,こだわりメガネ,たべのこし,こだわりハチマキ,とつげきチョッキ,いのちのたま
パッチラゴン,リザードン,ウーラオス悪,ハピナス,エアームド,アマージョ,ラムのみ,いのちのたま,きあいのタスキ,たべのこし,カムラのみ,じゃくてんほけん
ポリゴンＺ,ガマゲロゲ,ウーラオス悪,モロバレル,ハピナス,ピクシー,こだわりスカーフ,ラムのみ,きあいのタスキ,ゴツゴツメット,たべのこし,いのちのたま
ウーラオス悪,マホイップ,ドヒドイデ,クレベース,ラッキー,ヌオー,きあいのタスキ,たべのこし,くろいヘドロ,タラプのみ,しんかのきせき,アッキのみ
ゲンガー,ウオノラゴン,ホルード,ウーラオス悪,ピクシー,モロバレル,きあいのタスキ,こだわりスカーフ,ラムのみ,こだわりハチマキ,いのちのたま,ゴツゴツメット
ホルード,ラプラス,ハッサム,アシレーヌ,ウーラオス悪,パッチラゴン,いのちのたま,じゃくてんほけん,きあいのタスキ,とつげきチョッキ,こだわりスカーフ,たべのこし
パッチラゴン,ウーラオス悪,アシレーヌ,ハッサム,ウインディ,バイバニラ,じゃくてんほけん,こだわりハチマキ,とつげきチョッキ,ラムのみ,いのちのたま,きあいのタスキ
ヌケニン,セキタンザン,マリルリ,ウーラオス悪,マンムー,ギルガルド,きあいのタスキ,パワフルハーブ,とつげきチョッキ,こだわりハチマキ,いのちのたま,たべのこし
ラフレシア,ラッキー,パッチラゴン,アーマーガア,ウーラオス悪,キュワワー,くろいヘドロ,しんかのきせき,ラムのみ,タラプのみ,きあいのタスキ,ゴツゴツメット
ウーラオス悪,マリルリ,オンバーン,アイアント,ポットデス,ウインディ,きあいのタスキ,オボンのみ,ゴツゴツメット,いのちのたま,しろいハーブ,とつげきチョッキ
ドサイドン,ピクシー,モロバレル,ウーラオス悪,パッチラゴン,ラプラス,いのちのたま,たべのこし,くろいヘドロ,こだわりハチマキ,こだわりスカーフ,とつげきチョッキ
ゲンガー,エアームド,ウルガモス,ウーラオス悪,ホルード,パッチラゴン,きあいのタスキ,カムラのみ,じゃくてんほけん,いのちのたま,とつげきチョッキ,こだわりスカーフ
ゲンガー,ウーラオス悪,ホルード,パッチラゴン,モロバレル,アシレーヌ,いのちのたま,こだわりハチマキ,きあいのタスキ,ラムのみ,くろいヘドロ,こだわりスカーフ
ホルード,アシレーヌ,ウーラオス悪,オンバーン,モロバレル,カビゴン,こだわりスカーフ,オボンのみ,こだわりハチマキ,きあいのタスキ,くろいヘドロ,とつげきチョッキ
マリルリ,ウーラオス悪,モロバレル,ドサイドン,ホルード,ロトム炎,きあいのタスキ,こだわりハチマキ,くろいヘドロ,とつげきチョッキ,ラムのみ,こだわりスカーフ
パッチラゴン,ハピナス,ウルガモス,ウーラオス悪,モロバレル,ロトム水,じゃくてんほけん,たべのこし,きあいのタスキ,こだわりハチマキ,ゴツゴツメット,オボンのみ
シルヴァディ,ゴチルゼル,ラプラス,テラキオン,ウーラオス悪,クサイハナ,いのちのたま,カゴのみ,たべのこし,じゃくてんほけん,きあいのタスキ,しんかのきせき
ブリムオン,マリルリ,リザードン,パッチラゴン,ウーラオス悪,シルヴァディ,たべのこし,とつげきチョッキ,オボンのみ,こだわりスカーフ,きあいのタスキ,いのちのたま
ウーラオス悪,マタドガス毒妖,ガマゲロゲ,パルシェン,パッチラゴン,リザードン,とつげきチョッキ,たつじんのおび,リンドのみ,きあいのタスキ,いのちのたま,じゃくてんほけん
ラプラス,エースバーン,ミミッキュ,ウーラオス悪,ポリゴンＺ,ゴリランダー,こうかくレンズ,いのちのたま,チイラのみ,きあいのタスキ,こだわりスカーフ,こだわりハチマキ
ウーラオス悪,ギャラドス,ドラパルト,ゴリランダー,ポリゴン２,ジバコイル,きあいのタスキ,オボンのみ,こだわりメガネ,こだわりハチマキ,しんかのきせき,とつげきチョッキ
エースバーン,カバルドン,ポリゴン２,ミミッキュ,ウーラオス悪,エルフーン,いのちのたま,じゃくてんほけん,しんかのきせき,のろいのおふだ,こだわりハチマキ,きあいのタスキ
トゲデマル,ドラパルト,ギャラドス,カバルドン,トゲキッス,ウーラオス悪,フィラのみ,こだわりメガネ,いのちのたま,たつじんのおび,こだわりスカーフ,きあいのタスキ
ピクシー,ポリゴンＺ,ミミッキュ,ウーラオス悪,エースバーン,ゴリランダー,たべのこし,こだわりスカーフ,チイラのみ,きあいのタスキ,いのちのたま,こだわりハチマキ
セキタンザン,ホルード,ウーラオス悪,ギャラドス,ゴリランダー,ジバコイル,パワフルハーブ,きあいのタスキ,こだわりスカーフ,カゴのみ,こだわりハチマキ,とつげきチョッキ
カバルドン,ラッキー,トゲキッス,ウーラオス悪,ギャラドス,ギルガルド,アッキのみ,しんかのきせき,ラムのみ,こだわりスカーフ,カゴのみ,たべのこし
ウーラオス悪,ハッサム,ドラパルト,ドヒドイデ,カバルドン,ハピナス,こだわりスカーフ,こだわりハチマキ,いのちのたま,くろいヘドロ,アッキのみ,たべのこし
リザードン,ウーラオス悪,ガマゲロゲ,ハッサム,ポリゴン２,パッチラゴン,いのちのたま,きあいのタスキ,たべのこし,こだわりハチマキ,しんかのきせき,こだわりスカーフ
ロトム炎,トゲキッス,カバルドン,ゴリランダー,ミミッキュ,ウーラオス悪,こだわりメガネ,とつげきチョッキ,たつじんのおび,こだわりハチマキ,いのちのたま,こだわりスカーフ
ゴチルゼル,エースバーン,ゴリランダー,ウーラオス悪,ミミッキュ,ポリゴンＺ,カゴのみ,いのちのたま,こだわりハチマキ,きあいのタスキ,のろいのおふだ,こだわりスカーフ
ウーラオス悪,アシレーヌ,エースバーン,カバルドン,ロトム飛,ナットレイ,きあいのタスキ,じゃくてんほけん,いのちのたま,アッキのみ,こだわりスカーフ,オッカのみ
ドラパルト,ミミッキュ,エースバーン,ゴリランダー,ウーラオス悪,ポリゴンＺ,ねばりのかぎづめ,のろいのおふだ,いのちのたま,こだわりハチマキ,きあいのタスキ,こだわりスカーフ
エースバーン,ウーラオス悪,ロトム水,トゲキッス,キュワワー,ギルガルド,とつげきチョッキ,きあいのタスキ,こだわりスカーフ,じゃくてんほけん,アッキのみ,たべのこし
ロトム炎,カバルドン,トゲキッス,ドラパルト,ミミッキュ,ウーラオス悪,オボンのみ,たべのこし,ラムのみ,ちからのハチマキ,ゴツゴツメット,きあいのタスキ
エースバーン,トゲキッス,ポリゴン２,ウーラオス悪,ジバコイル,ウオノラゴン,いのちのたま,アッキのみ,しんかのきせき,きあいのタスキ,こだわりメガネ,こだわりスカーフ
ドラパルト,アシレーヌ,エースバーン,ジバコイル,ミミッキュ,ウーラオス悪,ひかりのねんど,カゴのみ,ラムのみ,じゃくてんほけん,アッキのみ,きあいのタスキ
ドラパルト,ギャラドス,ロトム炎,ウーラオス悪,エルフーン,ジバコイル,いのちのたま,たべのこし,カゴのみ,こだわりスカーフ,ウイのみ,とつげきチョッキ
トゲキッス,エースバーン,ゴリランダー,ウーラオス悪,ミミッキュ,ジバコイル,ラムのみ,いのちのたま,こだわりハチマキ,きあいのタスキ,アッキのみ,こだわりメガネ
メタモン,ラッキー,ドヒドイデ,カバルドン,バルジーナ,ウーラオス悪,こだわりスカーフ,しんかのきせき,くろいヘドロ,ゴツゴツメット,たべのこし,きあいのタスキ
エルフーン,エースバーン,ジバコイル,ウオノラゴン,ドラパルト,ウーラオス悪,きあいのタスキ,いのちのたま,じゃくてんほけん,こだわりハチマキ,こだわりスカーフ,メトロノーム
インテレオン,エースバーン,ミミッキュ,ウーラオス悪,トゲキッス,ポリゴン２,ノーマルジュエル,とつげきチョッキ,いのちのたま,きあいのタスキ,ラムのみ,しんかのきせき
エースバーン,アシレーヌ,ウーラオス悪,ロトム飛,ゴチルゼル,ミミッキュ,いのちのたま,たべのこし,きあいのタスキ,するどいくちばし,カゴのみ,チイラのみ
エースバーン,ウーラオス悪,ギャラドス,ジバコイル,ガマゲロゲ,ポリゴン２,とつげきチョッキ,きあいのタスキ,いのちのたま,こだわりメガネ,たべのこし,しんかのきせき
ドラパルト,ウーラオス悪,アシレーヌ,ロトム炎,ミミッキュ,ゴリランダー,ひかりのねんど,きあいのタスキ,カゴのみ,オボンのみ,いのちのたま,グラスシード
ウーラオス悪,ジバコイル,ギャラドス,フシギバナ,ドラパルト,ドサイドン,こだわりスカーフ,とつげきチョッキ,たべのこし,くろいヘドロ,きあいのタスキ,ラムのみ
トゲキッス,エースバーン,ウーラオス悪,パッチラゴン,ドラパルト,ポリゴン２,オボンのみ,ラムのみ,きあいのタスキ,こだわりスカーフ,いのちのたま,しんかのきせき
フシギバナ,コータス,ミミッキュ,エースバーン,ウーラオス悪,マリルリ,いのちのたま,こだわりメガネ,ゴツゴツメット,ラムのみ,きあいのタスキ,とつげきチョッキ
インテレオン,ドリュウズ,ゴリランダー,ドラパルト,ウーラオス悪,ジバコイル,いのちのたま,きあいのタスキ,こだわりハチマキ,じゃくてんほけん,こだわりスカーフ,こだわりメガネ
オノノクス,ハッサム,アシレーヌ,ウーラオス悪,シャンデラ,キュワワー,ラムのみ,こだわりハチマキ,たべのこし,きあいのタスキ,じゃくてんほけん,アッキのみ
モスノウ,ウオノラゴン,ルチャブル,セキタンザン,ゴリランダー,ウーラオス悪,いのちのたま,こだわりスカーフ,じゃくてんほけん,イトケのみ,きせきのタネ,きあいのタスキ
ドラパルト,カバルドン,トゲキッス,ジバコイル,ギャラドス,ウーラオス悪,いのちのたま,オボンのみ,たべのこし,こだわりメガネ,フィラのみ,きあいのタスキ
ポリゴン２,エースバーン,ウーラオス悪,ジバコイル,ギャラドス,カバルドン,しんかのきせき,こだわりスカーフ,こだわりハチマキ,とつげきチョッキ,オボンのみ,アッキのみ
エースバーン,パッチラゴン,トゲキッス,ギャラドス,ポリゴン２,ウーラオス悪,いのちのたま,とつげきチョッキ,こだわりスカーフ,カゴのみ,しんかのきせき,きあいのタスキ
ポリゴンＺ,ドラパルト,トゲキッス,ウーラオス悪,バンギラス,アシレーヌ,ヨプのみ,オボンのみ,いのちのたま,きあいのタスキ,とつげきチョッキ,こだわりメガネ
ウーラオス悪,エースバーン,トゲキッス,ミミッキュ,マリルリ,ポリゴンＺ,きあいのタスキ,いのちのたま,アッキのみ,のろいのおふだ,とつげきチョッキ,シルクのスカーフ
エースバーン,ウーラオス悪,ジバコイル,ミミッキュ,カバルドン,ポリゴン２,いのちのたま,きあいのタスキ,じゃくてんほけん,チイラのみ,ラムのみ,しんかのきせき
ドラパルト,エースバーン,ゴリランダー,ウーラオス悪,ラプラス,ジバコイル,いのちのたま,ラムのみ,グラスシード,きあいのタスキ,ひかりのねんど,こだわりメガネ
ハピナス,ヤドラン水超,ドラパルト,カバルドン,モロバレル,ウーラオス悪,たべのこし,ナモのみ,いのちのたま,たつじんのおび,きあいのタスキ,こだわりスカーフ
ハッサム,キングドラ,ペリッパー,ジバコイル,ウーラオス悪,ミミッキュ,こだわりハチマキ,いのちのたま,こだわりメガネ,たべのこし,きあいのタスキ,アッキのみ
トゲキッス,ポリゴン２,カバルドン,エースバーン,ゴリランダー,ウーラオス悪,こだわりスカーフ,しんかのきせき,アッキのみ,とつげきチョッキ,きあいのタスキ,こだわりハチマキ
ドラパルト,ウーラオス悪,トゲキッス,ギャラドス,ゴリランダー,ストリンダー高,たべのこし,こだわりスカーフ,アッキのみ,オボンのみ,こだわりハチマキ,くろいヘドロ
マリルリ,ロトム炎,トリトドン,ドラパルト,ウーラオス悪,アーマーガア,こだわりハチマキ,こだわりメガネ,きあいのタスキ,いのちのたま,くろいメガネ,ゴツゴツメット
ドラパルト,ポリゴン２,ロトム炎,トゲキッス,ウーラオス悪,ミミッキュ,ちからのハチマキ,しんかのきせき,オボンのみ,アッキのみ,きあいのタスキ,いのちのたま
エースバーン,ドラパルト,ウーラオス悪,ミミッキュ,ロトム飛,エアームド,ラムのみ,いのちのたま,きあいのタスキ,アッキのみ,するどいくちばし,レッドカード
ウーラオス悪,ギャラドス,ジバコイル,ドラパルト,ドサイドン,ゴリランダー,こだわりスカーフ,オボンのみ,とつげきチョッキ,きあいのタスキ,じゃくてんほけん,こだわりハチマキ
ウーラオス悪,カバルドン,ゴリランダー,ロトム炎,ミミッキュ,ガオガエン,こだわりスカーフ,アッキのみ,こだわりハチマキ,こだわりメガネ,いのちのたま,オボンのみ
ポリゴン２,ドヒドイデ,エースバーン,ピクシー,ウーラオス悪,ドラパルト,しんかのきせき,くろいヘドロ,いのちのたま,たべのこし,きあいのタスキ,こだわりメガネ
リザードン,ナットレイ,アシレーヌ,ドリュウズ,ミミッキュ,ウーラオス悪,いのちのたま,オッカのみ,アッキのみ,こだわりスカーフ,チイラのみ,きあいのタスキ
ガラガラ炎霊,ポリゴン２,ウーラオス悪,ドラパルト,オーロンゲ,ピクシー,ナモのみ,しんかのきせき,いのちのたま,ラムのみ,オボンのみ,アッキのみ
ゲンガー,ポリゴン２,マリルリ,ドラパルト,ドリュウズ,ウーラオス悪,こだわりスカーフ,しんかのきせき,いのちのたま,ラムのみ,じゃくてんほけん,きあいのタスキ
フライゴン,ドータクン,アシレーヌ,ウインディ,ナットレイ,ウーラオス悪,いのちのたま,じゃくてんほけん,とつげきチョッキ,ゴツゴツメット,たべのこし,こだわりスカーフ
シャンデラ,ウーラオス悪,カバルドン,ギャラドス,トゲキッス,ポリゴン２,きあいのタスキ,こだわりハチマキ,アッキのみ,オボンのみ,こだわりスカーフ,しんかのきせき
レントラー,ドラパルト,エースバーン,ウーラオス悪,ゴリランダー,ジバコイル,オボンのみ,いのちのたま,ラムのみ,きあいのタスキ,こだわりハチマキ,とつげきチョッキ
ルガルガン黄昏,ドラパルト,ウーラオス悪,ポリゴン２,アーマーガア,アシレーヌ,きあいのタスキ,いのちのたま,ラムのみ,しんかのきせき,じゃくてんほけん,たべのこし
カバルドン,ポリゴン２,ミミッキュ,トゲキッス,エースバーン,ウーラオス悪,オボンのみ,しんかのきせき,アッキのみ,たべのこし,いのちのたま,きあいのタスキ
カバルドン,ウーラオス悪,エースバーン,ロトム飛,ポリゴン２,ドラミドロ,オボンのみ,きあいのタスキ,ラムのみ,いのちのたま,しんかのきせき,とつげきチョッキ
ラプラス,エースバーン,ミミッキュ,ウーラオス悪,ロトム炎,ゴリランダー,ひかりのねんど,きあいのタスキ,アッキのみ,こだわりハチマキ,とつげきチョッキ,グラスシード
エースバーン,パッチラゴン,ドリュウズ,ゴリランダー,ニンフィア,ウーラオス悪,いのちのたま,こだわりスカーフ,じゃくてんほけん,グラスシード,たべのこし,きあいのタスキ
エースバーン,サニーゴ霊,パッチラゴン,アーマーガア,ウーラオス悪,ハピナス,いのちのたま,しんかのきせき,ハバンのみ,イアのみ,こだわりスカーフ,たべのこし
サンドパン氷鋼,ファイアロー,ウーラオス悪,クレッフィ,ポリゴン２,マリルリ,きあいのタスキ,いのちのたま,こだわりハチマキ,こうこうのしっぽ,しんかのきせき,オボンのみ
バンギラス,ドリュウズ,ウーラオス悪,ドヒドイデ,ロトム炎,ドラパルト,とつげきチョッキ,きあいのタスキ,こだわりハチマキ,くろいヘドロ,こだわりメガネ,いのちのたま
ジバコイル,ウオノラゴン,ポリゴン２,エースバーン,ウーラオス悪,エルフーン,こだわりメガネ,こだわりスカーフ,しんかのきせき,いのちのたま,きあいのタスキ,たべのこし
